+──────+─────────+──────────+─────────+──────────+
| RAA  | Wins    | EFscore  | Salary  | Value    |
| 78   | 0.263   | 0.074    | 406250  | 968094   |
| 76   | 0.256   | 0.101    | 28600   | 957913   |
| 71   | 0.24    | 0.052    | 71400   | 934643   |
| 70   | 0.237   | 0.073    | 228600  | 930280   |
| 69   | 0.234   | 0.081    | 600000  | 925917   |
| 64   | 0.215   | 0.046    | 71400   | 898284   |
| 62   | 0.208   | 0.107    | 843750  | 888103   |
| 59   | 0.2     | 0.084    | 2343750 | 876468   |
| 55   | 0.185   | 0.071    | 28600   | 854652   |
| 54   | 0.183   | 0.062    | 1718750 | 851743   |
| 52   | 0.177   | 0.143    | 430000  | 843017   |
| 44   | 0.15    | 0.091    | 687500  | 803749   |
| 37   | 0.124   | 0.099    | 1718750 | 765935   |
| 35   | 0.117   | 0.087    | 1250000 | 755754   |
| 33   | 0.111   | 0.063    | 314300  | 747028   |
| 20   | 0.068   | 0.06     | 500000  | 684490   |
| 19   | 0.064   | 0.064    | 28600   | 678672   |
| 15   | 0.052   | 0.071    | 625000  | 661219   |
| 15   | 0.05    | 0.018    | 28600   | 658311   |
| 14   | 0.048   | 0.026    | 625000  | 655402   |
| 5    | 0.016   | 0.012    | 31250   | 608862   |
| 4    | 0.013   | 0.012    | 78130   | 604499   |
| 3    | 0.009   | 0.062    | 468750  | 598681   |
| 1    | 0.005   | 0.049    | 2343750 | 592864   |
| 1    | 0.005   | 0.083    | 406250  | 592864   |
| 0    | 0.001   | 0.044    | 714300  | 587046   |
| 0    | -0.002  | 0.1      | 296880  | 582683   |
| -1   | -0.004  | 0.079    | 1953130 | 579774   |
| -3   | -0.011  | 0.124    | 785700  | 569593   |
| -5   | -0.018  | 0.014    | 593750  | 559413   |
| -8   | -0.029  | 0.063    | 2343750 | 543415   |
| -9   | -0.03   | 0.1      | 1953130 | 541960   |
| -9   | -0.03   | 0.005    | 156250  | 541960   |
| -11  | -0.037  | 0.051    | 468750  | 531779   |
| -12  | -0.042  | 0.066    | 100000  | 524508   |
| -15  | -0.049  | 0.011    | 78130   | 514327   |
| -16  | -0.053  | 0.007    | 71400   | 508509   |
| -16  | -0.054  | 0.001    | 31250   | 507055   |
| -17  | -0.056  | 0.107    | 468750  | 504146   |
| -17  | -0.057  | 0.004    | 110000  | 502692   |
| -17  | -0.059  | 0.002    | 125000  | 499783   |
| -18  | -0.06   | 0.005    | 148440  | 498329   |
| -19  | -0.063  | 0.038    | 964300  | 493966   |
| -19  | -0.065  | 0.025    | 478000  | 491057   |
| -19  | -0.065  | 0.051    | 1214300 | 491057   |
| -23  | -0.078  | 0.014    | 1218750 | 472150   |
| -24  | -0.08   | 0.009    | 35700   | 469241   |
| -24  | -0.081  | 0.001    | 28600   | 467787   |
| -24  | -0.081  | 0.001    | 157100  | 467787   |
| -25  | -0.084  | 0.009    | 342900  | 463424   |
| -26  | -0.088  | 0.011    | 31250   | 457606   |
| -27  | -0.092  | 0        | 28600   | 451788   |
| -31  | -0.105  | 0.002    | 16000   | 432882   |
| -34  | -0.116  | 0.015    | 45000   | 416883   |
| -34  | -0.116  | 0        | 285700  | 416883   |
| -35  | -0.117  | 0.015    | 156250  | 415429   |
| -35  | -0.117  | 0.011    | 285700  | 415429   |
| -35  | -0.119  | 0.121    | 62500   | 412520   |
| -35  | -0.12   | 0.021    | 28600   | 411066   |
| -39  | -0.131  | 0.076    | 531250  | 395068   |
| -39  | -0.131  | 0.021    | 71400   | 395068   |
| -39  | -0.131  | 0.001    | 142900  | 395068   |
| -39  | -0.133  | 0.021    | 1328130 | 392159   |
| -40  | -0.135  | 0.002    | 28600   | 389250   |
| -40  | -0.136  | 0.028    | 218750  | 387796   |
| -41  | -0.138  | 0.002    | 875000  | 384887   |
| -41  | -0.139  | 0.006    | 142900  | 383433   |
| -41  | -0.139  | 0.001    | 109380  | 383433   |
| -42  | -0.141  | 0.002    | 78600   | 380524   |
| -42  | -0.142  | 0.021    | 900000  | 379069   |
| -42  | -0.142  | 0.038    | 1107100 | 379069   |
| -43  | -0.145  | 0.089    | 285700  | 374706   |
| -45  | -0.15   | 0.021    | 15620   | 367434   |
| -45  | -0.152  | 0.008    | 342900  | 364526   |
| -48  | -0.161  | 0.012    | 906250  | 351436   |
| -51  | -0.171  | 0.037    | 1000000 | 336892   |
| -53  | -0.177  | 0.029    | 500000  | 328166   |
| -53  | -0.179  | 0.006    | 312500  | 325257   |
| -54  | -0.181  | 0.05     | 85700   | 322348   |
| -55  | -0.185  | 0.089    | 1093750 | 316531   |
| -56  | -0.19   | 0.01     | 265630  | 309259   |
| -57  | -0.191  | 0.045    | 1142900 | 307805   |
| -57  | -0.192  | 0        | 156250  | 306350   |
| -61  | -0.207  | 0.037    | 142900  | 284535   |
| -63  | -0.213  | 0.089    | 125000  | 275808   |
| -63  | -0.214  | 0.072    | 428600  | 274354   |
| -64  | -0.217  | 0.088    | 1100000 | 269991   |
| -65  | -0.22   | 0.006    | 15000   | 265628   |
| -72  | -0.245  | 0.07     | 628600  | 229268   |
| -75  | -0.253  | 0.03     | 85940   | 217633   |
| -76  | -0.256  | 0.019    | 31250   | 213270   |
| -93  | -0.316  | 0.028    | 28600   | 126007   |
| -94  | -0.317  | 0.022    | 271400  | 124553   |
| -103 | -0.347  | 0.011    | 285700  | 80921    |
| -105 | -0.355  | 0.137    | 2214300 | 69286    |
| -106 | -0.359  | 0.024    | 28600   | 63469    |
| -107 | -0.363  | 0.003    | 625000  | 57651    |
| -107 | -0.363  | 0.003    | 656250  | 57651    |
| -109 | -0.369  | 0.019    | 28600   | 48925    |
| -114 | -0.385  | 0.026    | 760000  | 25655    |
| -114 | -0.386  | 0.006    | 342900  | 24200    |
| -116 | -0.392  | 0.038    | 428600  | 15474    |
| -123 | -0.416  | 0.052    | 71400   | -19431   |
| -124 | -0.419  | 0.062    | 185700  | -23794   |
| -126 | -0.425  | 0.025    | 428600  | -32521   |
| -126 | -0.426  | 0.015    | 71400   | -33975   |
| -128 | -0.433  | 0.092    | 500000  | -44156   |
| -136 | -0.46   | 0.063    | 1328130 | -83424   |
| -137 | -0.464  | 0.006    |         | -89242   |
| -141 | -0.476  | 0.038    | 187500  | -106694  |
| -143 | -0.483  | 0.033    | 1156250 | -116875  |
| -146 | -0.494  | 0.041    | 1535700 | -132873  |
| -148 | -0.501  | 0.033    | 500000  | -143054  |
| -149 | -0.502  | 0.019    | 430000  | -144508  |
| -180 | -0.607  | 0.081    | 714300  | -297218  |
| -191 | -0.646  | 0.061    | 468750  | -353939  |
| -215 | -0.726  | 0.067    | 31250   | -470290  |
| -251 | -0.848  | 0.066    | 1375000 | -647724  |
| -292 | -0.988  | 0.051    | 1953130 | -851338  |
+──────+─────────+──────────+─────────+──────────+
